 1 ,  127550539.751369730 , 5 , 2 , 1044 , NULL , 24 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 122972954121491 , 36.972 , 4 , NULL , 253 , NULL 
 2 ,  127550539.877293690 , 0 , 3 , 2072 , 1986 , 67 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196353492729561 , 34.215 , 2 , 655 , 658 , 1.004580E+000 
 3 ,  127550540.222769780 , 0 , 3 , 2913 , 2750 , 67 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196353501644720 , 34.215 , 2 , 988 , 993 , 1.005061E+000 
 4 ,  127550540.277955730 , 1 , 5 , 375 , NULL , 62 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196353503068830 , 34.215 , 3 , NULL , 20 , NULL 
 5 ,  127550540.308354090 , 4 , 2 , 535 , 589 , 34 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196360463848621 , 37.608 , 3 , 101 , 94 , 9.306931E-001 
 6 ,  127550540.323343490 , 5 , 3 , 558 , 558 , 23 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 122972968881555 , 36.972 , 4 , 105 , 101 , 9.619048E-001 
 7 ,  127550542.881786580 , 5 , 3 , 728 , 716 , 23 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 122973034903497 , 36.866 , 4 , 165 , 161 , 9.757576E-001 
 8 ,  127550543.045008670 , 0 , 2 , 498 , NULL , 55 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196356749726037 , 34.639 , 5 , NULL , 65 , NULL 
 9 ,  127550543.106218250 , 1 , 5 , 374 , NULL , 62 , 0.000015195 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 196353576053360 , 34.215 , 4 , NULL , 20 , NULL 
 10 ,  127550543.251735910 , 6 , 0 , 665 , 638 , 07 , 0.000028839 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196367932550484 , 35.594 , 4 , 108 , 116 , 1.074074E+000 
 11 ,  127550543.536277410 , 1 , 3 , 875 , 840 , 66 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196353587151209 , 34.215 , 2 , 208 , 210 , 1.009615E+000 
 12 ,  127550543.871112610 , 2 , 6 , 2550 , 2308 , 50 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196356771044055 , 34.639 , 4 , 837 , 836 , 9.988053E-001 
 13 ,  127550544.124295980 , 1 , 0 , 1241 , 1131 , 47 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196358064734709 , 35.594 , 3 , 328 , 333 , 1.015244E+000 
 14 ,  127550544.157122340 , 4 , 6 , 1267 , 1217 , 30 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196360563167815 , 37.502 , 2 , 330 , 356 , 1.078788E+000 
 15 ,  127550544.533264960 , 3 , 6 , 797 , 774 , 40 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196358075288347 , 35.594 , 10 , 163 , 163 , 1.000000E+000 
 16 ,  127550545.505691660 , 2 , 3 , 1980 , 1770 , 53 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196356813225195 , 34.639 , 3 , 606 , 605 , 9.983498E-001 
 17 ,  127550545.877835650 , 1 , 0 , 651 , 602 , 47 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196358109985634 , 35.594 , 4 , 120 , 116 , 9.666666E-001 
 18 ,  127550546.223074900 , 1 , 1 , 605 , 544 , 46 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196358118894697 , 35.594 , 3 , 91 , 95 , 1.043956E+000 
 19 ,  127550546.551663640 , 3 , 0 , 461 , NULL , 27 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 122973129606582 , 36.972 , 4 , NULL , 50 , NULL 
 20 ,  127550547.726469620 , 4 , 5 , 912 , 875 , 31 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196360655276430 , 37.608 , 4 , 198 , 198 , 1.000000E+000 
 21 ,  127550547.755994130 , 3 , 0 , 627 , 624 , 27 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 122973160684940 , 36.972 , 4 , 109 , 109 , 1.000000E+000 
 22 ,  127550548.481037770 , 3 , 5 , 393 , NULL , 41 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196358177162515 , 35.594 , 4 , NULL , 37 , NULL 
 23 ,  127550548.508355980 , 5 , 0 , 672 , NULL , 16 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196369224823663 , 36.336 , 4 , NULL , 96 , NULL 
 24 ,  127550548.688848730 , 5 , 2 , 792 , 685 , 24 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 122973184757735 , 36.972 , 4 , 162 , 161 , 9.938272E-001 
 25 ,  127550548.752149840 , 7 , 6 , 380 , NULL , 00 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196368074491457 , 35.700 , 3 , NULL , 21 , NULL 
 26 ,  127550549.286944020 , 4 , 2 , 824 , 862 , 34 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196360695545173 , 37.502 , 4 , 205 , 198 , 9.658536E-001 
 27 ,  127550549.306537150 , 0 , 3 , 441 , NULL , 67 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196353736055269 , 34.215 , 1 , NULL , 44 , NULL 
 28 ,  127550549.456976490 , 7 , 2 , 2402 , 2325 , 04 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196368092679851 , 35.700 , 3 , 787 , 790 , 1.003812E+000 
 29 ,  127550549.468780990 , 0 , 1 , 344 , NULL , 56 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196356915494741 , 34.639 , 5 , NULL , 20 , NULL 
 30 ,  127550549.754203650 , 6 , 2 , 876 , 740 , 14 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196369256973643 , 36.336 , 4 , 192 , 198 , 1.031250E+000 
 31 ,  127550549.990079910 , 6 , 4 , 531 , 588 , 12 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196369263060599 , 36.336 , 6 , 87 , 80 , 9.195402E-001 
 32 ,  127550550.097766880 , 1 , 4 , 1450 , 1366 , 64 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196353756473282 , 34.215 , 4 , 415 , 414 , 9.975904E-001 
 33 ,  127550550.142631380 , 4 , 5 , 3355 , 3140 , 31 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196360717626575 , 37.502 , 3 , 1153 , 1154 , 1.000867E+000 
 34 ,  127550550.198241790 , 7 , 2 , 645 , 625 , 04 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196368111808580 , 35.700 , 4 , 109 , 115 , 1.055046E+000 
 35 ,  127550550.660902830 , 3 , 1 , 1645 , 1626 , 35 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196360731000806 , 37.502 , 4 , 499 , 497 , 9.959920E-001 
 36 ,  127550550.715688740 , 4 , 6 , 856 , 904 , 30 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196360732414581 , 37.502 , 2 , 207 , 204 , 9.855072E-001 
 37 ,  127550550.877297090 , 1 , 3 , 546 , 530 , 66 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196353776589398 , 34.215 , 4 , 89 , 92 , 1.033708E+000 
 38 ,  127550550.893658500 , 3 , 0 , 430 , NULL , 27 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 122973241654007 , 36.972 , 3 , NULL , 39 , NULL 
 39 ,  127550550.971328770 , 0 , 5 , 787 , 805 , 63 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196353779015926 , 34.215 , 6 , 175 , 162 , 9.257143E-001 
 40 ,  127550551.038550030 , 2 , 2 , 665 , 630 , 45 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196358243160321 , 35.488 , 3 , 115 , 113 , 9.826087E-001 
 41 ,  127550551.384647030 , 2 , 4 , 963 , 838 , 52 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196356964934627 , 34.639 , 3 , 196 , 235 , 1.198980E+000 
 42 ,  127550551.861226690 , 1 , 4 , 381 , NULL , 64 , 0.000020156 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196353801980137 , 34.215 , 4 , NULL , 20 , NULL 
 43 ,  127550552.228857440 , 7 , 2 , 3330 , 3413 , 04 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196368164209645 , 35.700 , 4 , 1332 , 1327 , 9.962462E-001 
 44 ,  127550552.734434920 , 3 , 5 , 518 , NULL , 41 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196358286923453 , 35.488 , 2 , NULL , 81 , NULL 
 45 ,  127550552.738891020 , 1 , 2 , 399 , NULL , 54 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196356999881596 , 34.533 , 4 , NULL , 20 , NULL 
 46 ,  127550552.861442710 , 2 , 1 , 1031 , 1043 , 36 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196360787786732 , 37.502 , 4 , 275 , 269 , 9.781818E-001 
 47 ,  127550554.143811300 , 1 , 4 , 704 , 650 , 64 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196353860883214 , 34.109 , 3 , 127 , 134 , 1.055118E+000 
 48 ,  127550554.224433050 , 4 , 0 , 666 , 642 , 17 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196369372331135 , 36.336 , 4 , 118 , 116 , 9.830508E-001 
 49 ,  127550554.224735600 , 2 , 4 , 1411 , 1361 , 52 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196357038224561 , 34.533 , 4 , 408 , 402 , 9.852941E-001 
 50 ,  127550554.239614320 , 7 , 1 , 457 , NULL , 05 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196368216098264 , 35.700 , 4 , NULL , 40 , NULL 
 51 ,  127550554.698668470 , 1 , 5 , 811 , 861 , 62 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196353875201545 , 34.215 , 3 , 186 , 173 , 9.301075E-001 
 52 ,  127550554.804347110 , 4 , 1 , 883 , 793 , 26 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 122973342571344 , 36.972 , 3 , 208 , 214 , 1.028846E+000 
 53 ,  127550554.818888400 , 6 , 4 , 551 , NULL , 12 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196369387671495 , 36.336 , 6 , NULL , 87 , NULL 
 54 ,  127550555.137501720 , 2 , 2 , 435 , NULL , 45 , 0.000015195 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 196358348935737 , 35.594 , 3 , NULL , 31 , NULL 
 55 ,  127550555.412150140 , 3 , 5 , 630 , 707 , 41 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196358356023158 , 35.594 , 3 , 122 , 121 , 9.918033E-001 
 56 ,  127550556.092598010 , 6 , 1 , 832 , 778 , 15 , 0.000022637 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 196369420540480 , 36.336 , 4 , 197 , 184 , 9.340101E-001 
